provider_id,shift_id,shift_start,Hours_Awake,Decisions_Made,Decisions_per_hour,Task_Switches,Task_Switches_per_hour,Avg_Decision_Time_sec,Error_Rate,Error_Rate_per_hour,Cognitive_Load_Score,Time_of_Day,fatigue_probability,risk_tier,total_dc_orders,total_changes,n_orders
P77DG2,P77DG2_2196-06-20_19,2196-06-20 21:29:14,2.39,21,8.78,12,5.02,957.5,0.1905,1.6723,8.3,21,0.3654661053201467,Moderate,1,1,21
P77HUB,P77HUB_2115-12-28_7,2115-12-28 16:03:41,2.16,17,7.88,16,7.42,52.0,0.0,0.0,9.04,16,0.606845410559256,Moderate,0,0,17
P77P0H,P77P0H_2150-03-30_7,2150-03-30 08:26:11,5.12,20,3.9,8,1.56,854.0,0.2,0.7806,6.98,8,0.2628029241961208,Low,3,1,20
P77SO2,P77SO2_2190-05-15_7,2190-05-15 10:52:37,5.63,25,4.44,17,3.02,138.0,0.04,0.1777,7.59,10,0.3855412159749483,Moderate,0,1,25
P784UX,P784UX_2143-09-26_7,2143-09-26 09:11:27,5.84,28,4.79,17,2.91,188.0,0.0714,0.3424,9.07,9,0.5288549698476053,Moderate,0,1,28
P78675,P78675_2112-12-04_7,2112-12-04 11:43:09,7.17,63,8.78,29,4.04,971.0,0.0317,0.2789,5.83,11,0.1130119115070761,Low,0,2,63
P786E8,P786E8_2176-06-06_19,2176-06-06 21:34:26,0.88,30,34.26,15,17.13,285.0,0.1,3.4264,6.94,21,0.7147773644102228,High,1,0,30
P787IU,P787IU_2111-11-14_7,2111-11-14 07:13:06,11.04,15,1.36,9,0.82,166.5,0.5333,0.7248,8.3,7,0.6694205585440922,High,1,7,15
P787IU,P787IU_2134-06-05_19,2134-06-06 04:39:13,1.84,24,13.07,16,8.71,432.5,0.0417,0.5444,7.57,4,0.3784600282102231,Moderate,1,0,24
P78K9A,P78K9A_2145-07-04_7,2145-07-04 11:54:11,1.6,29,18.07,12,7.48,2888.5,0.1724,3.1158,5.93,11,0.39538952005420636,Moderate,0,0,29
P78K9A,P78K9A_2150-03-23_19,2150-03-23 21:37:57,0.1,21,60.0,14,30.0,300.0,0.1429,10.0,7.47,21,0.9868440585244345,High,0,0,21
P78Q99,P78Q99_2135-01-14_7,2135-01-14 09:33:39,8.14,15,1.84,10,1.23,728.0,0.2667,0.4911,8.2,9,0.10117269507084246,Low,3,1,15
P78Q99,P78Q99_2154-02-07_7,2154-02-07 10:34:36,7.66,15,1.96,12,1.57,161.5,0.3333,0.6528,9.46,10,0.5552153175707559,Moderate,2,3,15
P78U5D,P78U5D_2111-01-15_7,2111-01-15 16:34:42,1.13,31,27.45,21,18.59,282.0,0.0323,0.8854,7.67,16,0.6683694894133676,High,0,1,31
P78UME,P78UME_2186-11-12_19,2186-11-12 21:50:58,0.27,19,60.0,14,30.0,394.0,0.2632,10.0,8.63,21,0.9833185880959442,High,0,3,19
P78XA9,P78XA9_2141-08-12_19,2141-08-12 20:36:27,2.28,17,7.45,5,2.19,296.0,0.2353,1.7529,5.7,20,0.11274349964835047,Low,3,1,17
P7924Y,P7924Y_2160-11-07_19,2160-11-08 05:30:18,0.45,28,60.0,19,30.0,64.0,0.1071,6.6055,7.43,5,0.8539099170945034,High,1,2,28
P79EV3,P79EV3_2137-08-17_19,2137-08-17 19:00:14,2.01,46,22.88,33,16.41,3619.5,0.0,0.0,7.86,19,0.39574647629912724,Moderate,0,0,46
P79Q8H,P79Q8H_2148-09-15_19,2148-09-15 21:57:06,0.1,30,60.0,15,30.0,300.0,0.0,0.0,6.47,21,0.6851044514576182,High,0,0,30
P79Q8H,P79Q8H_2148-09-17_7,2148-09-17 07:18:27,9.9,29,2.93,19,1.92,1705.0,0.2759,0.8081,6.96,7,0.11776065829880855,Low,8,0,29
P79Q8H,P79Q8H_2148-09-22_7,2148-09-22 08:52:06,6.64,55,8.28,17,2.56,3204.5,0.2182,1.8068,4.17,8,0.11221211177440743,Low,11,1,55
P79T8K,P79T8K_2134-01-01_7,2134-01-01 08:29:53,8.3,31,3.73,19,2.29,387.0,0.2581,0.9633,6.8,8,0.40807215875900205,Moderate,0,2,31
P79T8K,P79T8K_2171-11-14_7,2171-11-14 10:35:13,0.1,34,60.0,18,30.0,300.0,0.0,0.0,6.61,10,0.6860755315451992,High,0,0,34
P803MX,P803MX_2149-09-20_7,2149-09-20 15:10:41,1.11,22,19.74,16,14.35,316.0,0.1818,3.5883,7.96,15,0.6645215157051039,Moderate,2,0,22
P803MX,P803MX_2149-10-02_7,2149-10-02 09:45:25,3.1,23,7.42,18,5.81,300.0,0.087,0.6452,8.25,9,0.10507934429121546,Low,0,1,23
P803MX,P803MX_2149-10-04_7,2149-10-04 18:11:58,0.1,28,60.0,20,30.0,300.0,0.1071,10.0,7.71,18,0.9874715764396015,High,0,1,28
P80F0C,P80F0C_2148-09-20_7,2148-09-20 18:45:01,0.1,35,60.0,14,30.0,300.0,0.0,0.0,5.48,18,0.691011261521161,High,0,0,35
P80F0C,P80F0C_2172-03-12_19,2172-03-12 23:25:33,1.84,27,14.67,17,9.23,6628.0,0.0,0.0,6.73,23,0.38090343615079375,Moderate,0,0,27
P80G22,P80G22_2200-09-25_7,2200-09-25 16:30:10,1.99,29,14.56,14,7.03,157.0,0.069,1.0045,5.42,16,0.11789071241540494,Low,2,0,29
P80GYA,P80GYA_2148-05-15_7,2148-05-15 09:07:34,7.22,21,2.91,10,1.38,402.0,0.4762,1.3842,8.21,9,0.12824193963735153,Low,2,8,21
P80N49,P80N49_2113-07-17_7,2113-07-17 15:02:03,3.11,22,7.07,10,3.21,1003.0,0.1364,0.9639,6.81,15,0.11287883422616952,Low,0,2,22
P80S1K,P80S1K_2116-06-27_19,2116-06-27 20:39:50,0.1,24,60.0,17,30.0,300.0,0.2083,10.0,8.09,20,0.9646793582798759,High,0,0,24
P80TSF,P80TSF_2178-09-29_7,2178-09-29 07:10:37,10.23,19,1.86,12,1.17,514.0,0.7368,1.369,7.64,7,0.38941828036466714,Moderate,5,6,19
P80TSF,P80TSF_2201-07-10_19,2201-07-11 00:07:08,4.65,27,5.81,4,0.86,111.0,0.8148,4.7332,4.58,0,0.6584884594074047,Moderate,17,5,27
P8130K,P8130K_2142-08-30_7,2142-08-30 14:14:58,4.7,34,7.24,23,4.9,2584.0,0.0882,0.6386,6.54,14,0.11269334188239671,Low,2,1,34
P8157D,P8157D_2134-08-18_7,2134-08-18 08:50:59,9.78,21,2.15,10,1.02,759.0,0.0952,0.2046,8.54,8,0.6470267618970574,Moderate,1,1,21
P8157D,P8157D_2146-11-08_19,2146-11-09 01:52:32,0.1,28,60.0,11,30.0,300.0,0.0,0.0,5.29,1,0.6885272341850225,High,0,0,28
P81KJG,P81KJG_2132-05-17_19,2132-05-18 00:37:09,2.52,22,8.72,13,5.15,4541.5,0.0,0.0,7.12,0,0.3734373252362348,Moderate,0,0,22
P81VV0,P81VV0_2112-11-15_7,2112-11-15 07:20:58,9.33,17,1.82,7,0.75,1183.5,0.3529,0.643,8.23,7,0.39441457698469684,Moderate,3,3,17
P81VV0,P81VV0_2150-05-01_7,2150-05-01 07:19:03,6.0,17,2.83,10,1.67,2286.0,0.2941,0.8332,8.36,7,0.38436672166774477,Moderate,2,3,17
P81VV0,P81VV0_2155-06-11_7,2155-06-11 07:05:36,9.86,20,2.03,12,1.22,832.5,0.5,1.0144,7.3,7,0.3639464652112359,Moderate,5,4,20
P81Z1J,P81Z1J_2113-08-15_19,2113-08-16 00:52:17,1.54,24,15.59,12,7.79,388.0,0.0417,0.6495,6.95,0,0.39744234899552294,Moderate,0,0,24
P81Z1J,P81Z1J_2146-06-24_7,2146-06-24 09:03:12,7.03,16,2.28,5,0.71,419.0,0.5625,1.2801,9.89,9,0.7070384183649251,High,6,3,16
P822D9,P822D9_2116-12-02_19,2116-12-03 00:45:29,0.68,26,38.5,22,30.0,1215.5,0.0385,1.4809,8.0,0,0.7910846020134422,High,0,1,26
P822D9,P822D9_2125-09-25_7,2125-09-25 13:23:20,0.1,28,60.0,22,30.0,97.0,0.0,0.0,8.32,13,0.8085322055036308,High,0,0,28
P828RZ,P828RZ_2145-09-28_7,2145-09-28 11:15:52,0.1,19,60.0,13,30.0,300.0,0.0526,10.0,7.63,11,0.9182565561205037,High,0,0,19
P82C2A,P82C2A_2185-06-18_7,2185-06-18 14:21:46,0.1,25,60.0,15,30.0,300.0,0.12,10.0,5.97,14,0.8613615265301728,High,0,0,25
P82DVK,P82DVK_2110-11-30_7,2110-11-30 15:02:28,0.1,20,60.0,16,30.0,300.0,0.1,10.0,8.52,15,1.0,High,1,1,20
P82N2U,P82N2U_2143-09-19_19,2143-09-19 22:10:10,0.1,16,60.0,14,30.0,213.0,0.125,10.0,9.49,22,0.9141003631446097,High,0,2,16
P82T2D,P82T2D_2146-06-22_19,2146-06-22 19:02:21,0.1,24,60.0,15,30.0,300.0,0.0,0.0,9.86,19,0.8350953055242953,High,0,0,24
P83CF5,P83CF5_2116-12-19_7,2116-12-19 09:06:28,8.22,18,2.19,8,0.97,524.5,0.5,1.0947,7.85,9,0.11444747196794988,Low,9,0,18
P83DJO,P83DJO_2153-02-13_7,2153-02-13 08:06:24,10.34,22,2.13,10,0.97,216.5,0.1364,0.2901,8.21,8,0.598903799281145,Moderate,2,1,22
P83VKT,P83VKT_2175-03-27_7,2175-03-27 15:56:08,2.49,36,14.44,18,7.22,189.0,0.0556,0.802,6.29,15,0.12236760328151707,Low,0,0,36
P841EJ,P841EJ_2129-04-08_19,2129-04-08 21:10:24,0.1,18,60.0,12,30.0,300.0,0.0,0.0,6.93,21,0.828507097801388,High,0,0,18
P841EJ,P841EJ_2142-08-07_7,2142-08-07 09:47:13,7.96,16,2.01,8,1.01,1826.5,0.375,0.7541,7.01,9,0.11090352208266269,Low,5,1,16
P841EJ,P841EJ_2172-03-17_7,2172-03-17 13:25:33,1.76,42,23.9,23,13.09,491.0,0.0952,2.276,6.36,13,0.11176267653959591,Low,1,3,42
P84AY4,P84AY4_2110-04-11_7,2110-04-11 09:13:54,2.71,23,8.49,7,2.58,914.0,0.5652,4.7985,6.64,9,0.5859450089000173,Moderate,5,8,23
P84B0Y,P84B0Y_2193-11-23_19,2193-11-23 21:45:28,0.25,31,60.0,9,30.0,229.0,0.1935,10.0,5.18,21,0.9178064943691503,High,1,0,31
P84DVP,P84DVP_2140-10-22_19,2140-10-22 21:16:50,1.56,15,9.6,9,5.76,2610.0,0.2,1.9203,8.71,21,0.40457765303240895,Moderate,0,0,15
P84HQ1,P84HQ1_2125-02-27_7,2125-02-27 16:49:52,0.1,19,60.0,15,30.0,300.0,0.0,0.0,8.52,16,0.8202846915152074,High,0,0,19
P84KZN,P84KZN_2116-02-27_19,2116-02-27 21:48:19,8.93,45,5.04,31,3.47,1434.0,0.1556,0.7842,7.34,21,0.38534617135151067,Moderate,0,6,45
P84KZN,P84KZN_2148-05-10_19,2148-05-11 01:39:37,5.3,55,10.38,24,4.53,669.0,0.3455,3.587,6.33,1,0.39273468086813956,Moderate,2,8,55
P84KZN,P84KZN_2148-08-14_19,2148-08-15 00:41:36,5.35,46,8.6,14,2.62,970.5,0.0217,0.187,4.92,0,0.11365913626890652,Low,0,0,46
P84KZN,P84KZN_2155-05-17_19,2155-05-18 02:46:26,0.68,25,36.6,11,16.1,1229.5,0.12,4.392,7.65,2,0.8312210441456122,High,0,1,25
P84KZN,P84KZN_2155-06-10_19,2155-06-11 02:10:30,1.78,30,16.88,14,7.88,777.0,0.1333,2.2507,6.69,2,0.09359897836284506,Low,0,1,30
P84VL6,P84VL6_2166-08-24_7,2166-08-24 13:25:07,0.57,28,49.32,22,30.0,583.0,0.0714,3.5225,8.04,13,0.8039156906475823,High,1,1,28
P85GHS,P85GHS_2116-02-28_19,2116-02-28 19:07:40,8.92,44,4.93,24,2.69,909.0,0.25,1.2334,7.13,19,0.38176974528982716,Moderate,2,3,44
P85IHN,P85IHN_2167-11-09_19,2167-11-09 21:09:33,0.1,20,60.0,10,30.0,300.0,0.0,0.0,7.42,21,0.8866949170334989,High,0,0,20
P85QGY,P85QGY_2187-09-15_19,2187-09-15 21:00:00,9.54,27,2.83,11,1.15,300.0,0.0,0.0,5.86,21,0.10648036682534749,Low,0,0,27
P860DL,P860DL_2135-01-21_19,2135-01-21 19:00:22,11.27,19,1.69,14,1.24,1162.5,0.1579,0.2662,8.08,19,0.6386910784354494,Moderate,0,1,19
P860DL,P860DL_2135-01-21_7,2135-01-21 17:02:33,1.5,54,36.11,27,18.05,89.5,0.2593,9.3611,6.69,17,0.8158823544700401,High,1,2,54
P867OQ,P867OQ_2133-12-19_7,2133-12-19 07:11:51,10.19,29,2.85,19,1.86,961.0,0.4828,1.3736,7.51,7,0.6018656995257398,Moderate,9,5,29
P867OQ,P867OQ_2133-12-24_7,2133-12-24 07:04:48,2.09,15,7.17,6,2.87,93.0,0.6,4.3016,8.53,7,0.38714330211753456,Moderate,5,4,15
P867ZO,P867ZO_2155-07-10_7,2155-07-10 13:14:34,4.09,25,6.12,10,2.45,286.0,0.0,0.0,9.78,13,0.5804279034064256,Moderate,0,0,25
P869HV,P869HV_2113-08-25_19,2113-08-25 19:03:48,11.69,18,1.54,8,0.68,1477.0,0.4444,0.6844,6.71,19,0.7380091347909105,High,4,4,18
P869HV,P869HV_2125-02-27_7,2125-02-27 15:03:37,3.62,74,20.43,39,10.77,927.0,0.027,0.5521,6.28,15,0.12660848748344902,Low,0,2,74
P869HV,P869HV_2140-03-25_19,2140-03-25 19:50:42,9.96,26,2.61,12,1.2,1366.0,0.4615,1.2043,6.48,19,0.10635716310788648,Low,9,3,26
P869HV,P869HV_2153-09-21_7,2153-09-21 08:28:25,8.5,41,4.82,21,2.47,962.0,0.0244,0.1177,5.62,8,0.10701100242982105,Low,1,0,41
P869HV,P869HV_2153-09-22_7,2153-09-22 08:44:40,10.22,18,1.76,10,0.98,3264.0,0.2222,0.3914,7.85,8,0.5963215302018793,Moderate,1,3,18
P869HV,P869HV_2161-04-28_7,2161-04-28 07:21:18,9.91,20,2.02,0,0.0,3051.0,0.65,1.3124,-0.0,7,0.11390139011172754,Low,10,3,20
P86DRA,P86DRA_2176-12-22_7,2176-12-22 11:11:29,4.81,15,3.12,5,1.04,217.0,0.4,1.2473,8.36,11,0.12259159817613027,Low,4,1,15
P87WQG,P87WQG_2128-09-05_7,2128-09-05 10:29:24,3.1,34,10.97,17,5.49,650.5,0.0,0.0,6.38,10,0.11598028335108257,Low,0,0,34
P87ZCO,P87ZCO_2142-07-30_19,2142-07-31 02:02:44,2.76,29,10.51,13,4.71,607.0,0.0345,0.3622,5.86,2,0.12313338774993121,Low,1,0,29
P88LJF,P88LJF_2150-04-10_7,2150-04-10 07:52:47,9.97,33,3.31,18,1.81,700.5,0.4545,1.5051,6.66,7,0.10576597012862912,Low,6,5,33
P88LJF,P88LJF_2150-04-12_7,2150-04-12 09:07:42,6.38,18,2.82,10,1.57,250.5,0.5556,1.5673,7.42,9,0.11599590476115286,Low,7,3,18
P8971Q,P8971Q_2110-04-12_19,2110-04-12 23:02:54,0.1,16,60.0,10,30.0,300.0,0.0,0.0,7.43,23,0.9077915770137288,High,0,0,16
P8971Q,P8971Q_2180-06-26_19,2180-06-26 21:43:02,0.9,29,32.18,17,18.87,683.0,0.1379,4.439,7.2,21,0.7549730704543901,High,1,1,29
P8971Q,P8971Q_2189-05-22_19,2189-05-23 03:46:08,1.24,33,26.57,18,14.49,254.0,0.1818,4.8311,7.58,3,0.7343652205213131,High,0,2,33
P89D1Z,P89D1Z_2136-04-10_19,2136-04-10 21:31:32,1.88,28,14.91,13,6.92,65.0,0.0714,1.0652,7.61,21,0.39645139898218823,Moderate,0,2,28
P89DBD,P89DBD_2129-04-07_7,2129-04-07 08:54:47,7.67,20,2.61,9,1.17,170.0,0.25,0.6516,7.18,8,0.3860843848072618,Moderate,3,2,20
P89F3U,P89F3U_2134-08-10_7,2134-08-10 11:37:34,6.87,15,2.18,9,1.31,1363.0,0.4667,1.0196,9.07,11,0.10589394845256224,Low,7,0,15
P89FRF,P89FRF_2191-01-14_19,2191-01-15 04:34:28,1.46,32,21.95,17,11.66,233.0,0.2188,4.8009,7.36,4,0.6665509009860966,Moderate,2,1,32
P89N7B,P89N7B_2137-06-12_19,2137-06-12 21:12:30,9.73,15,1.54,9,0.93,226.0,0.2,0.3084,8.83,21,0.6591228281674016,Moderate,0,0,15
P89RXE,P89RXE_2148-07-10_7,2148-07-10 18:41:14,0.1,39,60.0,18,30.0,300.0,0.0513,10.0,5.55,18,0.8870910987036411,High,0,0,39
P89THW,P89THW_2147-12-31_19,2147-12-31 20:11:19,0.1,27,60.0,17,30.0,300.0,0.037,10.0,7.2,20,0.9666325978725403,High,0,0,27
P89THW,P89THW_2148-01-02_7,2148-01-02 16:26:13,0.1,38,60.0,24,30.0,300.0,0.1579,10.0,6.96,16,0.9006696127384077,High,0,0,38
P906N6,P906N6_2154-05-02_7,2154-05-02 10:11:16,5.85,29,4.96,15,2.57,300.0,0.2069,1.0263,6.21,10,0.1307285399362388,Low,0,1,29
P906N6,P906N6_2169-01-20_7,2169-01-20 15:50:05,2.75,28,10.17,16,5.81,300.0,0.0714,0.7263,7.14,15,0.39241977845863457,Moderate,0,0,28
P9087R,P9087R_2116-12-07_19,2116-12-07 19:18:02,11.18,17,1.52,11,0.98,1191.0,0.4118,0.6259,9.3,19,0.7196021064147646,High,2,5,17
P90BN0,P90BN0_2176-11-19_19,2176-11-19 19:18:27,2.28,15,6.57,3,1.31,340.0,0.1333,0.8754,5.71,19,0.10471514207777323,Low,1,1,15
P90BN0,P90BN0_2176-11-19_7,2176-11-19 16:31:24,1.98,19,9.61,13,6.57,1695.0,0.0526,0.5057,8.0,16,0.3783985498767363,Moderate,0,0,19
P90H7D,P90H7D_2131-05-22_19,2131-05-22 23:51:16,6.95,23,3.31,18,2.59,1277.0,0.2609,0.8636,8.35,23,0.3940720457966687,Moderate,2,2,23
P90H7D,P90H7D_2131-05-23_19,2131-05-23 21:10:40,9.25,18,1.95,9,0.97,1093.0,0.4444,0.8649,7.02,21,0.3901766519387961,Moderate,0,7,18
P90H7D,P90H7D_2186-11-12_19,2186-11-12 22:01:00,5.75,30,5.21,15,2.61,404.5,0.2,1.0429,7.56,22,0.39508129681808285,Moderate,2,2,30
P911SZ,P911SZ_2176-11-20_7,2176-11-20 18:48:47,0.11,44,60.0,23,30.0,90.0,0.1818,10.0,6.07,18,0.9080217672480758,High,2,3,44
P912ZR,P912ZR_2196-02-28_7,2196-02-28 08:32:08,6.61,22,3.33,9,1.36,195.5,0.4545,1.5127,6.82,8,0.39237534589398787,Moderate,10,0,22
P9192D,P9192D_2150-09-15_7,2150-09-15 11:02:51,3.84,18,4.69,7,1.82,1342.0,0.0,0.0,7.54,11,0.11769794211808662,Low,0,0,18
P9207K,P9207K_2137-10-09_7,2137-10-09 14:50:07,0.1,25,60.0,7,30.0,21.0,0.8,10.0,5.13,14,0.9176761510482097,High,20,0,25
P92RCY,P92RCY_2156-04-12_19,2156-04-12 19:13:44,7.55,21,2.78,11,1.46,1382.5,0.0952,0.2651,8.8,19,0.3976639914488863,Moderate,1,1,21
P92RCY,P92RCY_2156-04-14_7,2156-04-14 08:52:25,4.88,15,3.07,10,2.05,124.0,0.2,0.6148,9.66,8,0.5745373206652193,Moderate,2,1,15
P92RCY,P92RCY_2156-04-20_7,2156-04-20 08:42:07,3.25,19,5.84,13,4.0,184.0,0.3158,1.8449,7.98,8,0.36712122307603307,Moderate,1,5,19
P92RCY,P92RCY_2156-04-30_19,2156-04-30 23:04:47,5.0,26,5.21,18,3.6,835.0,0.1538,0.8008,8.54,23,0.39961136260595664,Moderate,1,3,26
P92XOT,P92XOT_2134-01-01_7,2134-01-01 15:58:32,0.1,18,60.0,8,30.0,300.0,1.0,10.0,6.22,15,0.9217757280899798,High,17,1,18
P92XOT,P92XOT_2134-08-20_7,2134-08-20 09:00:10,6.42,30,4.67,21,3.27,300.0,0.4333,2.0239,8.11,9,0.10591052107390216,Low,5,8,30
P931C6,P931C6_2116-03-01_19,2116-03-01 19:00:51,11.68,15,1.28,6,0.51,4996.0,0.4667,0.5993,7.85,19,0.7149041840056097,High,2,5,15
P93CRC,P93CRC_2140-10-03_19,2140-10-03 19:10:15,11.73,15,1.28,7,0.6,2754.5,0.3333,0.4263,9.65,19,0.7681223279055035,High,3,2,15
P93GEY,P93GEY_2142-03-28_7,2142-03-28 07:15:00,10.97,32,2.92,22,2.01,369.5,0.3438,1.003,8.47,7,0.6742830015528454,High,6,3,32
P93I8W,P93I8W_2138-10-30_19,2138-10-31 01:18:29,1.85,27,14.59,19,10.27,1110.0,0.1111,1.6209,7.74,1,0.40756985385378475,Moderate,0,1,27
P943GL,P943GL_2145-09-29_19,2145-09-30 00:55:38,0.1,24,60.0,15,30.0,300.0,0.0417,10.0,6.94,0,0.9150614528783749,High,0,0,24
P947JA,P947JA_2145-10-19_19,2145-10-20 01:33:02,3.55,41,11.54,15,4.22,240.0,0.1951,2.2512,5.11,1,0.11239958430317859,Low,3,2,41
P94GOH,P94GOH_2157-12-20_7,2157-12-20 14:33:43,0.1,20,60.0,8,30.0,300.0,0.0,0.0,6.27,14,0.63891133337806,Moderate,0,0,20
P94GOH,P94GOH_2184-10-09_7,2184-10-09 11:32:54,6.73,25,3.72,12,1.78,2805.5,0.12,0.446,5.96,11,0.11623126418574208,Low,1,2,25
P94N59,P94N59_2189-05-23_7,2189-05-23 07:05:15,9.83,25,2.54,19,1.93,563.5,0.48,1.2204,8.52,7,0.5877433935702845,Moderate,4,8,25
P94O6C,P94O6C_2141-07-30_19,2141-07-30 23:52:53,1.67,19,11.35,14,8.36,3013.0,0.0,0.0,7.91,23,0.37944322957215343,Moderate,0,0,19
P954ZL,P954ZL_2143-09-19_19,2143-09-19 23:23:15,6.21,27,4.35,13,2.09,200.5,0.2593,1.1276,6.84,23,0.4100814651380745,Moderate,1,5,27
P95B4P,P95B4P_2120-02-01_7,2120-02-01 09:35:28,6.35,18,2.83,5,0.79,1098.0,0.6667,1.8896,5.49,9,0.13396843528975685,Low,10,1,18
P95BSE,P95BSE_2136-09-22_19,2136-09-22 21:14:57,1.86,15,8.07,11,5.92,6689.0,0.0667,0.5382,7.89,21,0.4009543954649959,Moderate,0,1,15
P95BSE,P95BSE_2136-11-07_7,2136-11-07 08:31:34,0.1,24,60.0,15,30.0,300.0,0.2917,10.0,6.47,8,0.9006899731792691,High,0,0,24
P95F7T,P95F7T_2117-03-18_7,2117-03-18 07:52:36,9.38,23,2.45,11,1.17,1564.0,0.3043,0.7466,7.77,7,0.3981441018724144,Moderate,4,1,23
P95GFA,P95GFA_2155-10-17_7,2155-10-17 18:18:20,0.34,31,60.0,16,30.0,193.0,0.0968,8.8597,7.65,18,0.9683251981051314,High,0,1,31
P95GFA,P95GFA_2177-03-26_7,2177-03-26 09:30:51,0.38,24,60.0,9,23.39,98.0,0.4583,10.0,9.18,9,0.9143239333994009,High,1,8,24
P95GFA,P95GFA_2177-03-29_7,2177-03-29 09:33:55,3.64,51,14.01,30,8.24,503.5,0.6471,9.0646,7.22,9,0.7878773633303362,High,31,2,51
P965IK,P965IK_2116-12-05_7,2116-12-05 10:45:08,8.08,20,2.47,15,1.86,635.0,0.4,0.9899,8.84,10,0.1224704626976483,Low,1,7,20
P96HOQ,P96HOQ_2131-02-27_19,2131-02-27 19:25:49,10.33,38,3.68,18,1.74,178.0,0.1316,0.484,6.65,19,0.5981361829721804,Moderate,0,5,38
P96HOQ,P96HOQ_2131-02-27_7,2131-02-27 17:09:02,1.68,27,16.09,22,13.11,1065.0,0.037,0.5958,8.25,17,0.3959629714631637,Moderate,0,1,27
P96HOQ,P96HOQ_2201-07-11_7,2201-07-11 12:57:21,4.25,30,7.06,15,3.53,786.0,0.0333,0.2354,6.94,12,0.39300182270946266,Moderate,0,1,30
P97DI6,P97DI6_2150-05-09_19,2150-05-09 19:40:26,1.16,47,40.62,14,12.1,199.5,0.0638,2.593,4.88,19,0.6699811475861069,High,1,1,47
P97ICF,P97ICF_2198-04-22_7,2198-04-22 16:57:36,1.45,18,12.43,5,3.45,159.0,0.1667,2.0721,6.68,16,0.39043011940354716,Moderate,3,0,18
P97K30,P97K30_2147-12-04_19,2147-12-04 23:04:31,7.63,18,2.36,11,1.44,300.0,0.2778,0.6552,7.97,23,0.3840319890409504,Moderate,0,0,18
P97W5X,P97W5X_2143-02-17_7,2143-02-17 15:52:06,2.06,20,9.69,10,4.85,760.0,0.0,0.0,5.77,15,0.10331834169263533,Low,0,0,20
P97W5X,P97W5X_2143-02-18_7,2143-02-18 07:58:29,9.11,24,2.64,14,1.54,685.5,0.2083,0.5491,7.07,7,0.40641207482244984,Moderate,3,2,24
P97W5X,P97W5X_2143-02-22_7,2143-02-22 09:04:07,7.7,38,4.94,16,2.08,2496.0,0.0526,0.2599,4.7,9,0.13340670467789256,Low,0,2,38
P97W5X,P97W5X_2143-03-01_7,2143-03-01 07:48:49,11.13,46,4.13,22,1.98,2195.0,0.0435,0.1797,5.77,7,0.7229830689471185,High,0,2,46
P980I9,P980I9_2131-05-29_7,2131-05-29 08:28:04,9.23,15,1.63,11,1.19,429.0,0.4667,0.7586,8.3,8,0.39214604279800036,Moderate,3,3,15
P9822B,P9822B_2130-10-27_7,2130-10-27 12:45:12,0.1,70,60.0,44,30.0,300.0,0.0,0.0,6.58,12,0.7279732562856687,High,0,0,70
P9822B,P9822B_2132-12-15_7,2132-12-15 07:36:36,0.1,61,60.0,39,30.0,300.0,0.0,0.0,7.1,7,0.7793083490649014,High,0,0,61
P98O2Z,P98O2Z_2125-03-19_19,2125-03-19 19:23:22,0.1,21,60.0,12,30.0,300.0,0.0,0.0,6.89,19,0.8002513230227849,High,0,0,21
P98U99,P98U99_2187-02-16_7,2187-02-16 10:46:15,1.21,20,16.49,9,7.42,86.5,0.45,7.4227,7.89,10,0.7936338142141619,High,9,0,20
P98U99,P98U99_2187-02-17_19,2187-02-17 23:55:40,0.1,29,60.0,20,30.0,300.0,0.0,0.0,7.19,23,0.8351881871566635,High,0,0,29
P98XG1,P98XG1_2140-09-17_7,2140-09-17 14:16:50,0.1,16,60.0,7,30.0,327.0,0.0,0.0,5.93,14,0.6484464988781529,Moderate,0,0,16
P98XG1,P98XG1_2170-10-08_7,2170-10-08 11:43:54,6.46,25,3.87,14,2.17,1029.5,0.0,0.0,6.3,11,0.10309023010069089,Low,0,0,25
P98XQN,P98XQN_2150-03-28_19,2150-03-28 20:48:15,8.64,40,4.63,27,3.12,2469.0,0.075,0.3472,8.22,20,0.3890819375112756,Moderate,1,0,40
P99E90,P99E90_2148-01-25_7,2148-01-25 10:36:25,8.07,15,1.86,10,1.24,1269.0,0.2667,0.4957,8.21,10,0.11531945563046744,Low,1,2,15
P99E90,P99E90_2149-10-03_7,2149-10-03 09:15:14,5.85,20,3.42,10,1.71,914.0,0.15,0.5129,7.3,9,0.13409236293548193,Low,1,0,20
P99E90,P99E90_2182-04-29_7,2182-04-29 08:19:01,0.1,15,60.0,8,30.0,300.0,0.1333,10.0,8.53,8,0.9905411180567076,High,0,0,15
P99Q9I,P99Q9I_2143-09-19_7,2143-09-19 15:33:56,1.74,17,9.8,8,4.61,180.5,0.1176,1.1526,9.02,15,0.3897083630203563,Moderate,2,0,17
P99QP7,P99QP7_2186-09-16_7,2186-09-16 11:48:30,2.26,45,19.9,21,9.29,2706.0,0.1111,2.2116,7.55,11,0.11860462436704636,Low,2,3,45
P99QP7,P99QP7_2186-09-22_7,2186-09-22 07:59:53,10.82,16,1.48,11,1.02,2406.0,0.3125,0.4621,8.08,7,0.5911781643901791,Moderate,3,2,16
